World Number_Robots Assigner Percentage Time Total_Distance Distance_Robot_0 Distance_Robot_1 Distance_Robot_2 Distance_Robot_3 Distance_Robot_4 Distance_Robot_5
belgioioso 5 Hungarian 90 70.8 101.50 5.98 24.32 27.13 32.62 11.45 0.0
belgioioso 5 Hungarian 95 73.8 107.38 5.98 26.35 29.07 34.53 11.45 0.0
belgioioso 5 Hungarian 98 79.8 115.26 5.98 28.02 29.32 40.50 11.45 0.0
belgioioso 2 Hungarian 50 32.4 42.63 18.34 24.29 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 84.5 93.08 48.40 44.68 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 90 142.5 132.71 65.96 66.75 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 95 153.5 134.01 65.96 68.06 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 50 40.5 47.49 20.00 27.49 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 148.5 164.52 86.57 77.95 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 163.5 189.29 98.07 91.22 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 180.5 205.71 103.49 102.22 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 98 184.5 213.73 107.78 105.95 0.0 0.0 0.0 0.0
belgioioso 4 Hungarian 50 36.0 61.22 17.52 8.59 17.90 17.20 0.0 0.0
belgioioso 4 Hungarian 75 77.1 133.71 24.58 32.99 29.84 46.31 0.0 0.0
belgioioso 4 Hungarian 90 131.0 159.59 24.58 36.89 48.14 49.98 0.0 0.0
belgioioso 4 Hungarian 95 140.0 167.96 24.58 36.89 56.51 49.98 0.0 0.0
belgioioso 3 Stupid 50 33.9 45.06 16.37 10.29 18.39 0.0 0.0 0.0
belgioioso 3 Stupid 75 122.0 155.77 79.92 41.99 33.86 0.0 0.0 0.0
belgioioso 4 Hungarian 50 36.8 62.43 13.46 21.03 11.25 16.68 0.0 0.0
belgioioso 4 Hungarian 75 86.9 129.49 30.67 30.10 35.45 33.28 0.0 0.0
belgioioso 4 Hungarian 90 114.9 156.50 42.54 39.56 39.55 34.86 0.0 0.0
belgioioso 4 Hungarian 95 147.9 220.54 55.12 57.95 61.17 46.29 0.0 0.0
belgioioso 4 Hungarian 98 149.0 221.25 55.71 58.08 61.17 46.29 0.0 0.0
belgioioso 3 Hungarian 50 38.1 54.02 6.55 22.21 25.26 0.0 0.0 0.0
belgioioso 3 Hungarian 75 77.10000000000001 91.29 6.55 40.52 44.22 0.0 0.0 0.0
belgioioso 3 Hungarian 90 108.2 128.17 6.55 63.78 57.84 0.0 0.0 0.0
belgioioso 3 Hungarian 95 136.20000000000002 151.18 6.55 64.66 79.96 0.0 0.0 0.0
belgioioso 5 Auction 50 64.5 51.06 2.83 4.24 7.15 22.18 14.66 0.0
belgioioso 5 Auction 75 125.5 76.28 2.83 4.24 12.98 29.03 27.20 0.0
belgioioso 5 Auction 90 155.5 95.23 2.83 4.24 20.17 34.06 33.93 0.0
belgioioso 5 Auction 95 184.6 106.46 2.83 4.24 25.12 40.12 34.15 0.0
belgioioso 3 Hungarian 50 29.9 49.69 18.06 14.99 16.63 0.0 0.0 0.0
belgioioso 3 Hungarian 75 53.9 90.99 28.61 28.49 33.88 0.0 0.0 0.0
belgioioso 3 Hungarian 90 128.9 176.63 62.65 51.19 62.79 0.0 0.0 0.0
belgioioso 3 Hungarian 95 137.9 182.87 68.89 51.19 62.79 0.0 0.0 0.0
belgioioso 5 Stupid 50 40.5 63.25 4.60 16.01 6.47 18.07 18.10 0.0
belgioioso 5 Stupid 75 65.6 90.54 4.60 27.57 6.47 26.71 25.19 0.0
belgioioso 5 Stupid 90 85.6 103.43 4.60 34.66 6.47 28.44 29.26 0.0
belgioioso 5 Stupid 95 90.6 111.77 4.60 38.44 6.47 30.96 31.30 0.0
belgioioso 5 Hungarian 50 65.1 65.30 9.79 7.22 13.89 17.67 16.73 0.0
belgioioso 5 Hungarian 75 91.0 99.08 21.11 12.91 16.27 30.23 18.56 0.0
belgioioso 5 Hungarian 90 107.2 124.16 31.54 12.91 16.27 42.46 20.99 0.0
belgioioso 5 Hungarian 95 130.1 155.13 39.84 12.91 16.27 53.65 32.46 0.0
belgioioso 5 Hungarian 98 144.1 184.60 51.25 12.91 19.55 61.30 39.59 0.0
belgioioso 5 Stupid 50 26.3 54.01 10.75 8.22 8.16 7.75 19.13 0.0
belgioioso 5 Stupid 75 55.3 92.16 21.16 10.36 24.04 7.75 28.86 0.0
belgioioso 5 Stupid 90 102.4 181.02 50.69 10.36 48.76 7.75 63.48 0.0
belgioioso 5 Stupid 95 249.3 271.42 63.67 10.36 48.76 7.75 140.89 0.0
belgioioso 2 Hungarian 50 29.9 50.74 26.43 24.31 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 116.9 97.86 70.61 27.25 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 90 264.9 178.42 151.17 27.25 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 95 296.9 192.11 164.86 27.25 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 98 302.9 195.17 167.91 27.25 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 50 41.8 39.97 13.32 26.65 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 129.8 134.73 57.27 77.46 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 191.8 198.48 97.61 100.86 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 201.8 203.35 98.54 104.81 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 98 206.8 211.48 102.15 109.32 0.0 0.0 0.0 0.0
belgioioso 5 Hungarian 50 32.3 79.99 14.67 13.51 16.40 18.71 16.70 0.0
belgioioso 5 Hungarian 75 47.5 112.28 25.26 20.68 20.82 25.24 20.27 0.0
belgioioso 5 Stupid 50 27.5 53.31 2.83 6.37 14.13 11.21 18.77 0.0
belgioioso 5 Stupid 75 68.5 126.67 22.08 23.44 29.57 31.24 20.34 0.0
belgioioso 5 Stupid 90 102.5 207.97 41.59 38.14 47.21 39.78 41.25 0.0
belgioioso 5 Stupid 95 107.6 220.37 41.59 40.52 52.95 44.06 41.25 0.0
belgioioso 5 Stupid 98 111.5 233.19 41.59 44.58 57.30 48.47 41.25 0.0
belgioioso 3 Stupid 50 55.4 53.99 10.97 11.36 31.66 0.0 0.0 0.0
belgioioso 3 Stupid 75 126.4 95.19 10.97 11.36 72.86 0.0 0.0 0.0
belgioioso 3 Stupid 90 204.4 122.14 10.97 11.36 99.82 0.0 0.0 0.0
belgioioso 3 Stupid 95 217.4 131.22 10.97 11.36 108.89 0.0 0.0 0.0
belgioioso 3 Stupid 98 229.4 133.58 10.97 11.36 111.25 0.0 0.0 0.0
belgioioso 5 Hungarian 50 36.4 80.25 15.18 15.73 18.36 14.04 16.95 0.0
belgioioso 5 Hungarian 75 51.4 103.66 18.01 21.49 19.91 14.14 30.11 0.0
belgioioso 5 Hungarian 90 67.5 140.90 27.22 34.42 22.05 19.80 37.40 0.0
belgioioso 5 Hungarian 95 71.5 150.89 27.55 34.59 22.74 24.21 41.82 0.0
belgioioso 3 Auction 50 39.5 40.31 9.15 11.75 19.41 0.0 0.0 0.0
belgioioso 3 Auction 75 90.5 73.75 9.15 24.65 39.96 0.0 0.0 0.0
belgioioso 3 Auction 90 139.5 106.07 14.04 36.47 55.56 0.0 0.0 0.0
belgioioso 3 Auction 95 172.5 132.24 28.11 42.12 62.01 0.0 0.0 0.0
belgioioso 3 Auction 98 176.5 136.06 28.63 44.63 62.80 0.0 0.0 0.0
belgioioso 4 Hungarian 50 29.3 50.85 12.83 11.91 8.71 17.39 0.0 0.0
belgioioso 4 Hungarian 75 54.3 91.49 25.73 24.90 15.88 24.99 0.0 0.0
belgioioso 4 Hungarian 90 90.4 148.38 39.44 35.35 32.08 41.51 0.0 0.0
belgioioso 4 Hungarian 95 100.4 163.59 49.53 35.35 37.19 41.51 0.0 0.0
belgioioso 4 Hungarian 98 107.4 169.18 50.74 35.35 41.58 41.51 0.0 0.0
belgioioso 2 Hungarian 50 32.5 51.83 27.00 24.84 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 71.5 73.27 30.51 42.76 0.0 0.0 0.0 0.0
belgioioso 5 Hungarian 50 34.0 74.44 13.99 13.77 16.08 14.04 16.55 0.0
belgioioso 5 Hungarian 75 53.0 107.50 21.63 21.00 20.16 14.04 30.66 0.0
belgioioso 5 Hungarian 90 70.0 130.50 29.19 21.88 28.35 14.04 37.04 0.0
belgioioso 5 Hungarian 95 74.0 135.23 29.32 21.90 28.50 14.04 41.46 0.0
belgioioso 5 Hungarian 98 91.0 163.24 37.46 21.90 41.09 14.04 48.74 0.0
belgioioso 3 Hungarian 50 34.5 64.00 24.34 12.62 27.04 0.0 0.0 0.0
belgioioso 3 Hungarian 75 91.5 114.84 56.59 25.26 32.99 0.0 0.0 0.0
belgioioso 3 Hungarian 90 203.5 160.76 102.51 25.26 32.99 0.0 0.0 0.0
belgioioso 3 Hungarian 95 258.5 188.69 130.44 25.26 32.99 0.0 0.0 0.0
belgioioso 4 Stupid 50 35.6 75.03 10.33 19.33 24.71 20.65 0.0 0.0
belgioioso 4 Stupid 75 70.7 138.67 25.29 40.67 41.37 31.34 0.0 0.0
belgioioso 4 Stupid 90 96.7 198.64 32.75 60.66 55.57 49.65 0.0 0.0
belgioioso 4 Stupid 95 123.7 230.52 45.78 67.33 61.80 55.60 0.0 0.0
belgioioso 4 Stupid 98 144.7 261.30 62.59 74.20 62.06 62.45 0.0 0.0
belgioioso 4 Stupid 50 32.1 61.88 15.57 9.08 25.09 12.15 0.0 0.0
belgioioso 4 Stupid 75 57.1 111.62 28.30 21.61 34.43 27.28 0.0 0.0
belgioioso 4 Stupid 90 79.2 152.59 33.64 32.44 49.72 36.80 0.0 0.0
belgioioso 4 Stupid 95 89.1 167.26 34.36 32.44 55.58 44.89 0.0 0.0
belgioioso 3 Auction 50 50.4 39.79 9.19 14.35 16.26 0.0 0.0 0.0
belgioioso 3 Auction 75 123.4 88.41 9.19 46.26 32.96 0.0 0.0 0.0
belgioioso 3 Auction 90 282.5 215.46 9.19 109.64 96.63 0.0 0.0 0.0
belgioioso 3 Auction 95 283.5 216.23 9.19 109.64 97.40 0.0 0.0 0.0
belgioioso 3 Auction 98 307.5 237.35 9.19 114.71 113.45 0.0 0.0 0.0
belgioioso 5 Auction 50 55.0 53.80 2.83 4.24 17.26 14.81 14.66 0.0
belgioioso 5 Auction 75 99.3 108.34 12.19 10.51 33.80 25.98 25.86 0.0
belgioioso 5 Auction 90 130.2 153.29 23.16 21.83 39.40 33.16 35.75 0.0
belgioioso 5 Auction 95 138.1 164.67 25.82 21.90 39.40 37.44 40.11 0.0
belgioioso 5 Auction 98 141.1 171.12 28.39 24.17 39.50 38.95 40.11 0.0
belgioioso 5 Hungarian 50 41.4 60.18 2.83 8.05 18.51 14.06 16.74 0.0
belgioioso 5 Hungarian 75 57.3 95.16 2.83 19.10 24.83 19.41 28.99 0.0
belgioioso 5 Hungarian 90 96.4 143.02 3.05 31.22 40.59 20.40 47.75 0.0
belgioioso 5 Hungarian 95 107.4 168.25 8.70 38.92 44.15 20.40 56.06 0.0
belgioioso 5 Hungarian 98 118.4 182.19 12.32 46.24 45.46 20.40 57.77 0.0
belgioioso 4 Hungarian 50 33.6 61.31 13.70 12.05 18.75 16.81 0.0 0.0
belgioioso 4 Hungarian 75 64.6 120.39 24.02 31.03 28.61 36.73 0.0 0.0
belgioioso 4 Hungarian 90 132.6 202.39 33.46 51.13 43.75 74.05 0.0 0.0
belgioioso 4 Hungarian 95 147.6 216.30 33.53 55.64 45.85 81.28 0.0 0.0
belgioioso 4 Hungarian 98 151.6 224.05 33.53 59.59 48.96 81.97 0.0 0.0
belgioioso 5 Auction 50 63.7 63.63 2.83 13.58 15.49 10.18 21.56 0.0
belgioioso 5 Auction 75 241.9 150.14 2.83 20.77 36.91 10.18 79.45 0.0
belgioioso 4 Hungarian 50 36.8 64.62 17.64 12.98 17.34 16.66 0.0 0.0
belgioioso 4 Hungarian 75 79.8 128.29 27.46 27.77 40.61 32.46 0.0 0.0
belgioioso 4 Hungarian 90 186.9 201.49 55.08 52.29 40.79 53.32 0.0 0.0
belgioioso 4 Hungarian 95 299.0 244.63 98.22 52.29 40.79 53.32 0.0 0.0
belgioioso 4 Auction 50 39.0 45.68 6.53 14.83 5.66 18.65 0.0 0.0
belgioioso 4 Auction 75 73.0 85.89 19.27 25.68 5.66 35.28 0.0 0.0
belgioioso 4 Auction 90 90.1 103.16 20.16 36.82 10.01 36.17 0.0 0.0
belgioioso 4 Auction 95 108.1 117.86 28.56 40.17 10.66 38.47 0.0 0.0
belgioioso 4 Auction 98 118.1 131.46 29.49 46.84 11.07 44.07 0.0 0.0
belgioioso 3 Auction 50 43.9 42.10 9.41 12.05 20.63 0.0 0.0 0.0
belgioioso 3 Auction 75 94.8 73.88 17.22 25.21 31.44 0.0 0.0 0.0
belgioioso 3 Auction 90 139.8 97.94 17.22 42.12 38.61 0.0 0.0 0.0
belgioioso 3 Auction 95 152.9 101.54 17.22 45.72 38.61 0.0 0.0 0.0
belgioioso 3 Auction 98 159.9 105.79 19.88 47.31 38.61 0.0 0.0 0.0
belgioioso 5 Stupid 50 48.400000000000006 70.56 5.06 22.51 9.47 13.13 20.40 0.0
belgioioso 5 Stupid 75 113.60000000000001 135.59 26.09 28.72 21.75 28.60 30.43 0.0
belgioioso 5 Stupid 90 134.5 156.63 31.42 28.72 21.75 38.13 36.62 0.0
belgioioso 5 Stupid 95 250.6 230.10 63.22 28.72 21.75 38.96 77.45 0.0
belgioioso 5 Stupid 98 253.7 230.81 63.67 28.72 21.75 38.96 77.71 0.0
belgioioso 3 Auction 50 96.4 54.77 9.35 13.16 32.25 0.0 0.0 0.0
belgioioso 3 Auction 75 257.5 120.48 9.35 30.26 80.87 0.0 0.0 0.0
belgioioso 4 Auction 50 55.5 43.84 14.02 5.59 5.66 18.58 0.0 0.0
belgioioso 4 Auction 75 117.6 91.06 15.22 24.78 15.47 35.58 0.0 0.0
belgioioso 4 Auction 90 160.6 120.81 15.22 36.84 29.57 39.17 0.0 0.0
belgioioso 4 Auction 95 173.5 128.25 15.22 41.34 30.59 41.10 0.0 0.0
belgioioso 4 Auction 98 175.6 130.31 15.22 42.83 30.59 41.66 0.0 0.0
belgioioso 2 Stupid 50 49.5 65.92 34.21 31.71 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 99.5 98.60 43.33 55.27 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 142.5 128.47 43.33 85.14 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 163.5 130.25 43.33 86.92 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 98 175.5 138.24 43.33 94.91 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 50 40.3 48.58 23.77 24.82 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 99.3 91.47 48.87 42.60 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 90 145.3 132.16 71.97 60.19 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 95 169.4 140.09 77.98 62.11 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 50 26.7 36.62 17.63 18.99 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 46.7 49.04 23.00 26.04 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 72.7 65.47 31.85 33.63 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 78.7 77.12 38.07 39.05 0.0 0.0 0.0 0.0
belgioioso 4 Hungarian 50 57.3 60.83 2.83 18.30 17.65 22.05 0.0 0.0
belgioioso 4 Hungarian 75 166.4 141.67 24.87 28.55 33.35 54.90 0.0 0.0
belgioioso 4 Hungarian 90 279.4 188.68 24.87 55.90 53.01 54.90 0.0 0.0
belgioioso 5 Stupid 50 50.1 56.64 7.34 12.63 5.66 12.01 18.99 0.0
belgioioso 5 Stupid 75 117.1 195.81 50.29 31.91 5.66 53.03 54.92 0.0
belgioioso 5 Stupid 90 130.1 225.32 57.37 34.95 10.45 60.38 62.17 0.0
belgioioso 5 Stupid 95 131.2 228.38 58.61 34.96 11.67 60.82 62.32 0.0
belgioioso 5 Stupid 98 136.2 247.50 60.26 38.72 17.27 65.79 65.48 0.0
belgioioso 5 Hungarian 50 36.5 75.20 10.48 15.51 18.39 14.05 16.77 0.0
belgioioso 5 Hungarian 75 57.5 112.14 17.39 17.33 28.52 19.18 29.73 0.0
belgioioso 5 Hungarian 90 88.6 165.41 27.52 17.33 46.95 23.78 49.84 0.0
belgioioso 5 Hungarian 95 94.6 171.66 27.52 17.33 52.37 23.78 50.66 0.0
belgioioso 3 Auction 50 36.8 38.40 12.38 11.91 14.12 0.0 0.0 0.0
belgioioso 3 Auction 75 58.8 74.68 20.65 26.38 27.65 0.0 0.0 0.0
belgioioso 4 Hungarian 50 31.5 51.68 5.13 18.37 8.72 19.47 0.0 0.0
belgioioso 4 Hungarian 75 58.5 95.57 10.45 33.91 28.54 22.67 0.0 0.0
belgioioso 4 Hungarian 90 99.5 162.92 26.97 36.13 52.14 47.68 0.0 0.0
belgioioso 4 Hungarian 95 106.6 179.80 32.48 36.13 57.26 53.93 0.0 0.0
belgioioso 3 Hungarian 50 33.6 65.54 12.73 27.00 25.81 0.0 0.0 0.0
belgioioso 3 Hungarian 75 128.6 118.67 12.73 28.76 77.17 0.0 0.0 0.0
belgioioso 3 Hungarian 90 185.6 142.24 12.73 29.33 100.17 0.0 0.0 0.0
belgioioso 4 Hungarian 50 34.7 61.44 18.09 8.76 17.13 17.46 0.0 0.0
belgioioso 4 Hungarian 75 68.8 117.76 31.33 24.44 25.05 36.94 0.0 0.0
belgioioso 4 Hungarian 90 106.7 169.93 51.53 24.51 36.10 57.79 0.0 0.0
belgioioso 4 Hungarian 95 112.7 187.80 56.29 24.51 42.65 64.35 0.0 0.0
belgioioso 4 Hungarian 98 113.8 190.29 56.30 24.51 43.89 65.58 0.0 0.0
belgioioso 2 Hungarian 50 32.7 52.63 27.52 25.11 0.0 0.0 0.0 0.0
belgioioso 2 Auction 50 30.7 28.62 14.86 13.76 0.0 0.0 0.0 0.0
belgioioso 2 Auction 75 58.699999999999996 45.71 20.51 25.20 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 50 37.7 46.93 21.64 25.29 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 171.7 127.82 99.02 28.80 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 212.7 163.52 134.72 28.80 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 266.8 204.75 175.95 28.80 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 98 267.8 205.06 176.26 28.80 0.0 0.0 0.0 0.0
belgioioso 5 Auction 50 41.4 53.22 2.83 4.24 16.23 16.44 13.48 0.0
belgioioso 5 Auction 75 231.4 151.29 2.83 4.24 27.69 38.58 77.95 0.0
belgioioso 3 Stupid 50 37.4 36.97 15.24 10.60 11.12 0.0 0.0 0.0
belgioioso 3 Stupid 75 131.4 110.01 54.87 10.75 44.39 0.0 0.0 0.0
belgioioso 5 Hungarian 50 34.1 75.04 12.16 12.91 16.44 15.16 18.37 0.0
belgioioso 5 Hungarian 75 55.1 116.98 19.59 21.16 23.60 31.70 20.93 0.0
belgioioso 5 Hungarian 90 69.1 149.12 20.67 32.57 29.38 40.97 25.53 0.0
belgioioso 5 Hungarian 95 85.2 178.25 21.26 33.83 31.91 50.01 41.24 0.0
belgioioso 5 Hungarian 98 90.1 187.67 22.17 33.83 31.91 54.42 45.34 0.0
belgioioso 2 Hungarian 50 29.5 49.81 25.35 24.46 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 86.5 84.80 41.54 43.26 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 90 134.5 130.21 71.09 59.11 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 95 158.5 144.09 78.29 65.80 0.0 0.0 0.0 0.0
belgioioso 2 Auction 50 37.5 24.76 14.26 10.50 0.0 0.0 0.0 0.0
belgioioso 2 Auction 75 198.5 74.78 63.91 10.87 0.0 0.0 0.0 0.0
belgioioso 2 Auction 90 242.5 92.34 78.47 13.87 0.0 0.0 0.0 0.0
belgioioso 2 Auction 95 246.5 98.32 80.52 17.80 0.0 0.0 0.0 0.0
belgioioso 2 Auction 98 249.5 102.63 83.45 19.19 0.0 0.0 0.0 0.0
belgioioso 5 Stupid 50 50.5 102.55 23.13 22.58 14.13 20.25 22.46 0.0
belgioioso 5 Stupid 75 75.2 133.43 34.63 27.90 21.06 20.52 29.32 0.0
belgioioso 5 Stupid 90 173.2 265.30 72.13 29.13 21.97 95.75 46.33 0.0
belgioioso 5 Stupid 95 185.2 277.85 80.22 29.13 21.97 100.20 46.33 0.0
belgioioso 5 Hungarian 50 39.3 71.75 13.24 8.17 17.43 14.08 18.83 0.0
belgioioso 5 Hungarian 75 59.3 103.42 24.87 13.09 20.09 25.13 20.25 0.0
belgioioso 5 Hungarian 90 119.3 165.86 40.97 29.67 21.00 25.13 49.09 0.0
belgioioso 5 Hungarian 95 130.4 176.28 44.13 29.67 21.00 25.13 56.35 0.0
belgioioso 4 Auction 50 73.3 58.40 10.33 11.91 5.66 30.51 0.0 0.0
belgioioso 4 Auction 75 357.4 126.75 10.33 11.91 8.35 96.16 0.0 0.0
belgioioso 5 Stupid 50 38.0 63.90 5.92 11.54 23.57 3.53 19.35 0.0
belgioioso 5 Stupid 75 80.2 108.37 6.17 28.33 25.68 9.56 38.64 0.0
belgioioso 5 Stupid 90 96.1 129.70 6.17 36.29 25.68 14.34 47.23 0.0
belgioioso 5 Stupid 95 127.1 150.29 6.17 38.72 25.68 26.61 53.13 0.0
belgioioso 5 Hungarian 50 52.3 107.08 20.10 17.11 22.42 17.94 29.51 0.0
belgioioso 5 Hungarian 75 97.2 178.77 39.49 27.82 34.63 30.40 46.42 0.0
belgioioso 5 Hungarian 90 151.2 257.58 57.30 41.50 48.26 47.29 63.23 0.0
belgioioso 5 Hungarian 95 177.4 306.74 60.48 48.29 61.55 69.26 67.17 0.0
belgioioso 5 Hungarian 98 178.2 308.59 60.48 49.08 62.34 69.52 67.17 0.0
belgioioso 3 Auction 50 49.2 43.84 11.07 11.82 20.94 0.0 0.0 0.0
belgioioso 3 Auction 75 96.2 96.70 34.30 23.68 38.72 0.0 0.0 0.0
belgioioso 3 Auction 90 122.2 127.66 45.18 33.40 49.08 0.0 0.0 0.0
belgioioso 3 Auction 95 129.2 136.89 46.38 40.29 50.23 0.0 0.0 0.0
belgioioso 3 Auction 98 130.2 138.64 46.55 41.08 51.02 0.0 0.0 0.0
belgioioso 4 Auction 50 40.8 47.92 12.16 11.35 5.66 18.75 0.0 0.0
belgioioso 4 Auction 75 89.9 84.09 16.76 25.55 5.66 36.12 0.0 0.0
belgioioso 4 Auction 90 107.9 98.55 23.55 28.59 9.43 36.98 0.0 0.0
belgioioso 4 Auction 95 117.9 110.32 23.55 34.14 10.78 41.86 0.0 0.0
belgioioso 4 Auction 98 120.9 115.38 23.55 36.85 12.86 42.11 0.0 0.0
belgioioso 3 Hungarian 50 34.8 63.29 24.15 21.29 17.86 0.0 0.0 0.0
belgioioso 3 Hungarian 75 76.9 111.52 43.66 35.13 32.72 0.0 0.0 0.0
belgioioso 3 Hungarian 90 125.8 185.59 64.00 68.32 53.28 0.0 0.0 0.0
belgioioso 3 Hungarian 95 137.9 201.10 68.48 69.00 63.62 0.0 0.0 0.0
belgioioso 2 Auction 50 44.0 26.54 15.15 11.40 0.0 0.0 0.0 0.0
belgioioso 2 Auction 75 80.0 45.28 25.63 19.66 0.0 0.0 0.0 0.0
belgioioso 2 Auction 90 119.0 72.26 37.05 35.21 0.0 0.0 0.0 0.0
belgioioso 2 Auction 95 140.0 79.43 38.68 40.76 0.0 0.0 0.0 0.0
belgioioso 2 Auction 98 156.0 87.85 44.58 43.26 0.0 0.0 0.0 0.0
belgioioso 3 Auction 50 65.8 55.12 9.47 10.66 34.99 0.0 0.0 0.0
belgioioso 3 Auction 75 227.8 160.08 9.47 35.00 115.60 0.0 0.0 0.0
belgioioso 2 Stupid 50 36.3 43.41 20.28 23.13 0.0 0.0 0.0 0.0
belgioioso 4 Hungarian 50 46.5 58.93 2.83 15.22 20.58 20.30 0.0 0.0
belgioioso 4 Hungarian 75 115.7 126.50 7.47 34.14 38.80 46.08 0.0 0.0
belgioioso 4 Hungarian 90 181.6 169.43 13.78 34.21 51.12 70.33 0.0 0.0
belgioioso 4 Hungarian 95 220.6 176.18 19.73 34.21 51.12 71.13 0.0 0.0
belgioioso 4 Hungarian 98 251.7 182.29 24.20 34.21 51.12 72.77 0.0 0.0
belgioioso 4 Hungarian 50 46.6 59.88 16.65 15.04 16.83 11.36 0.0 0.0
belgioioso 4 Hungarian 75 90.6 119.31 36.57 24.41 29.14 29.18 0.0 0.0
belgioioso 4 Hungarian 90 123.6 148.85 38.96 36.72 38.42 34.75 0.0 0.0
belgioioso 4 Hungarian 95 134.6 158.53 38.96 46.13 38.69 34.75 0.0 0.0
belgioioso 4 Hungarian 98 139.6 159.54 38.96 47.06 38.77 34.75 0.0 0.0
belgioioso 5 Auction 50 94.2 56.86 2.83 20.67 5.66 12.58 15.13 0.0
belgioioso 5 Auction 75 199.3 90.64 2.83 39.62 10.13 17.06 21.00 0.0
belgioioso 4 Auction 50 54.2 50.23 14.42 12.03 5.66 18.12 0.0 0.0
belgioioso 4 Stupid 50 90.1 73.14 18.92 22.50 15.60 16.12 0.0 0.0
belgioioso 4 Stupid 75 119.0 103.89 34.73 22.64 15.78 30.73 0.0 0.0
belgioioso 5 Stupid 50 29.6 74.14 11.63 12.69 15.54 19.85 14.43 0.0
belgioioso 5 Stupid 75 65.7 111.88 24.65 18.71 20.98 28.09 19.44 0.0
belgioioso 5 Stupid 90 98.7 200.78 38.51 46.69 37.17 41.61 36.80 0.0
belgioioso 5 Stupid 95 142.7 289.76 58.67 70.64 46.27 58.95 55.24 0.0
belgioioso 5 Stupid 98 168.7 351.14 71.05 71.94 66.13 65.20 76.82 0.0
belgioioso 4 Auction 50 31.7 50.52 12.92 12.92 5.66 19.02 0.0 0.0
belgioioso 4 Auction 75 74.7 107.42 27.31 31.94 10.78 37.39 0.0 0.0
belgioioso 4 Auction 90 96.7 144.96 42.66 38.39 17.71 46.20 0.0 0.0
belgioioso 4 Auction 95 101.7 158.71 42.91 44.04 23.36 48.40 0.0 0.0
belgioioso 4 Auction 98 102.7 162.10 42.91 45.17 24.49 49.53 0.0 0.0
belgioioso 2 Hungarian 50 31.7 44.01 19.37 24.64 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 75 66.7 68.76 25.00 43.76 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 90 126.7 99.33 54.28 45.05 0.0 0.0 0.0 0.0
belgioioso 2 Hungarian 95 144.7 100.87 55.82 45.05 0.0 0.0 0.0 0.0
belgioioso 4 Auction 50 32.6 42.84 2.92 15.22 5.66 19.05 0.0 0.0
belgioioso 4 Auction 75 63.7 83.91 12.34 28.43 6.76 36.38 0.0 0.0
belgioioso 4 Auction 90 140.7 149.01 24.24 32.07 32.68 60.02 0.0 0.0
belgioioso 4 Auction 95 150.6 159.02 24.24 32.07 40.06 62.65 0.0 0.0
belgioioso 4 Auction 98 167.7 179.22 24.24 32.07 48.97 73.94 0.0 0.0
belgioioso 3 Stupid 50 42.7 65.00 17.52 26.83 20.65 0.0 0.0 0.0
belgioioso 3 Stupid 75 236.7 228.13 17.52 79.70 130.92 0.0 0.0 0.0
