World Number_Robots Assigner Percentage Time Total_Distance Distance_Robot_0 Distance_Robot_1 Distance_Robot_2 Distance_Robot_3 Distance_Robot_4 Distance_Robot_5
area 3 Auction 90 355.9 337.04 16.97 135.33 184.74 0.0 0.0 0.0
area 3 Auction 95 484.9 429.11 16.97 135.33 276.81 0.0 0.0 0.0
area 3 Auction 98 494.9 439.36 16.97 135.33 287.06 0.0 0.0 0.0
area 3 Auction 50 131.6 121.36 21.46 18.24 81.66 0.0 0.0 0.0
area 3 Auction 75 142.6 140.64 32.60 20.24 87.80 0.0 0.0 0.0
area 3 Auction 90 231.7 297.44 68.96 64.77 163.71 0.0 0.0 0.0
area 3 Auction 95 302.7 360.85 69.13 88.94 202.78 0.0 0.0 0.0
area 3 Auction 98 316.7 376.10 69.51 96.59 210.00 0.0 0.0 0.0
area 3 Auction 50 180.5 212.76 43.40 63.29 106.06 0.0 0.0 0.0
area 3 Auction 75 533.6 433.94 207.25 89.26 137.43 0.0 0.0 0.0
area 3 Auction 90 536.6 435.07 208.39 89.26 137.43 0.0 0.0 0.0
area 3 Auction 95 538.6 435.69 209.00 89.26 137.43 0.0 0.0 0.0
area 3 Auction 98 541.6 437.03 210.34 89.26 137.43 0.0 0.0 0.0
area 3 Auction 50 182.7 179.73 47.62 34.52 97.59 0.0 0.0 0.0
area 3 Auction 75 213.7 197.25 55.25 34.52 107.49 0.0 0.0 0.0
area 3 Auction 90 308.8 318.42 80.93 74.13 163.36 0.0 0.0 0.0
area 3 Auction 95 318.9 337.48 80.93 83.29 173.26 0.0 0.0 0.0
area 3 Auction 98 331.8 350.79 80.93 87.40 182.46 0.0 0.0 0.0
area 3 Auction 50 202.7 226.44 36.59 69.20 120.65 0.0 0.0 0.0
area 3 Auction 75 388.7 355.11 36.77 79.00 239.34 0.0 0.0 0.0
area 3 Auction 90 433.8 413.45 61.72 79.00 272.73 0.0 0.0 0.0
area 3 Auction 95 436.8 419.55 64.56 79.00 275.99 0.0 0.0 0.0
area 3 Auction 98 442.7 432.66 71.12 79.00 282.55 0.0 0.0 0.0
area 3 Auction 50 210.6 146.93 2.83 59.42 84.67 0.0 0.0 0.0
area 3 Auction 75 238.6 171.75 2.83 71.17 97.75 0.0 0.0 0.0
area 3 Auction 90 317.59999999999997 306.78 62.74 104.91 139.13 0.0 0.0 0.0
area 3 Auction 95 336.59999999999997 348.08 83.13 109.69 155.26 0.0 0.0 0.0
area 3 Auction 98 357.79999999999995 389.69 91.89 121.37 176.43 0.0 0.0 0.0
area 3 Auction 50 170.7 157.99 38.53 43.25 76.22 0.0 0.0 0.0
area 3 Auction 75 187.8 193.03 46.47 60.34 86.21 0.0 0.0 0.0
area 3 Auction 90 251.8 308.07 73.08 103.88 131.11 0.0 0.0 0.0
area 3 Auction 95 316.8 366.52 73.44 121.11 171.98 0.0 0.0 0.0
area 3 Auction 98 366.0 383.72 73.44 121.11 189.17 0.0 0.0 0.0
area 3 Auction 50 253.6 156.93 64.22 25.06 67.65 0.0 0.0 0.0
area 3 Auction 75 258.7 160.63 65.56 25.06 70.01 0.0 0.0 0.0
area 3 Auction 90 391.6 271.42 120.71 25.06 125.65 0.0 0.0 0.0
area 3 Auction 95 424.7 310.53 144.33 25.06 141.15 0.0 0.0 0.0
area 3 Auction 50 165.7 124.08 3.54 34.03 86.51 0.0 0.0 0.0
area 3 Auction 75 340.7 325.59 12.92 127.45 185.23 0.0 0.0 0.0
area 3 Auction 90 353.9 343.65 16.10 139.38 188.17 0.0 0.0 0.0
area 3 Auction 95 358.8 349.74 19.94 139.38 190.42 0.0 0.0 0.0
area 3 Auction 98 363.7 357.00 22.07 140.17 194.75 0.0 0.0 0.0
area 3 Auction 50 211.6 222.84 54.92 44.32 123.59 0.0 0.0 0.0
area 3 Auction 75 216.6 229.29 57.99 44.32 126.97 0.0 0.0 0.0
area 3 Auction 90 237.6 252.93 69.03 44.32 139.57 0.0 0.0 0.0
area 3 Auction 95 252.6 265.54 75.05 44.56 145.93 0.0 0.0 0.0
area 3 Auction 98 299.7 337.29 84.27 83.46 169.55 0.0 0.0 0.0
area 4 Auction 50 125.3 114.13 13.85 19.76 26.73 53.79 0.0 0.0
area 4 Auction 75 191.5 243.85 47.75 37.12 51.19 107.80 0.0 0.0
area 4 Auction 90 439.8 511.91 116.74 37.12 151.04 207.00 0.0 0.0
area 4 Auction 95 499.5 605.25 137.19 37.12 197.07 233.86 0.0 0.0
area 4 Auction 98 511.6 624.49 137.80 37.12 206.57 242.99 0.0 0.0
area 4 Auction 50 236.5 247.12 10.43 76.30 84.70 75.69 0.0 0.0
area 4 Auction 75 246.6 267.90 10.43 85.05 95.50 76.92 0.0 0.0
area 4 Auction 90 256.6 291.13 10.43 92.75 101.14 86.81 0.0 0.0
area 4 Auction 95 260.6 302.49 10.43 96.58 104.37 91.11 0.0 0.0
area 4 Auction 98 264.6 309.60 10.43 97.39 108.89 92.89 0.0 0.0
area 4 Auction 50 129.5 106.29 9.36 11.66 34.15 51.12 0.0 0.0
area 4 Auction 75 160.6 129.41 9.36 11.66 38.69 69.70 0.0 0.0
area 4 Auction 90 405.6 375.77 9.36 42.86 152.01 171.55 0.0 0.0
area 4 Auction 95 421.7 393.84 10.57 42.99 160.73 179.54 0.0 0.0
area 4 Auction 50 158.4 177.08 24.79 44.85 45.08 62.35 0.0 0.0
area 4 Auction 75 165.4 184.07 24.79 45.59 47.74 65.94 0.0 0.0
area 4 Auction 90 334.5 434.95 60.52 104.31 108.21 161.91 0.0 0.0
area 4 Auction 95 371.4 479.61 60.52 121.69 125.32 172.09 0.0 0.0
area 4 Auction 50 120.10000000000001 147.54 26.78 16.83 31.43 72.50 0.0 0.0
area 4 Auction 75 219.0 316.33 34.18 73.14 83.20 125.81 0.0 0.0
area 4 Auction 90 298.09999999999997 513.89 75.76 118.20 125.68 194.25 0.0 0.0
area 4 Auction 95 322.29999999999995 561.13 85.32 131.40 140.00 204.40 0.0 0.0
area 4 Auction 98 383.09999999999997 675.31 94.73 164.63 188.03 227.92 0.0 0.0
area 4 Auction 50 235.0 326.77 81.57 72.99 100.70 71.51 0.0 0.0
area 4 Auction 75 250.1 357.62 88.27 78.05 115.16 76.14 0.0 0.0
area 4 Auction 90 301.9 441.48 117.89 85.31 148.45 89.83 0.0 0.0
area 4 Auction 95 313.0 460.11 125.90 85.31 156.78 92.12 0.0 0.0
area 4 Auction 50 145.7 158.78 24.36 31.78 35.11 67.54 0.0 0.0
area 4 Auction 75 176.6 187.06 24.36 31.92 56.80 73.98 0.0 0.0
area 4 Auction 90 302.7 398.61 67.37 117.52 76.39 137.33 0.0 0.0
area 4 Auction 95 411.7 495.91 67.37 139.49 76.39 212.66 0.0 0.0
area 4 Auction 98 439.8 526.91 67.37 146.73 76.39 236.41 0.0 0.0
area 4 Auction 50 144.3 161.37 28.01 30.49 57.09 45.78 0.0 0.0
area 4 Auction 75 245.5 357.76 67.83 85.51 107.27 97.15 0.0 0.0
area 4 Auction 90 251.4 364.29 67.83 87.16 109.91 99.39 0.0 0.0
area 4 Auction 95 292.29999999999995 449.90 81.37 115.50 136.55 116.47 0.0 0.0
area 4 Auction 50 201.20000000000002 207.12 42.30 42.55 14.26 108.00 0.0 0.0
area 4 Auction 75 367.29999999999995 442.03 56.76 113.64 59.09 212.54 0.0 0.0
area 4 Auction 90 369.2 448.49 58.74 115.11 60.48 214.16 0.0 0.0
area 4 Auction 95 371.2 455.08 61.00 117.26 61.55 215.27 0.0 0.0
area 4 Auction 98 376.29999999999995 470.83 66.28 122.92 64.87 216.76 0.0 0.0
area 4 Auction 50 139.6 200.50 30.98 33.79 56.96 78.77 0.0 0.0
area 4 Auction 75 166.6 253.55 34.48 41.88 76.31 100.88 0.0 0.0
area 4 Auction 90 216.6 333.91 50.46 68.79 95.96 118.70 0.0 0.0
area 4 Auction 95 234.7 362.39 54.66 74.23 103.40 130.09 0.0 0.0
area 5 Auction 50 203.8 241.22 54.19 37.36 58.37 43.31 47.98 0.0
area 5 Auction 75 231.9 279.26 76.20 37.36 63.66 43.31 58.73 0.0
area 5 Auction 50 352.1 341.91 12.15 13.73 93.50 70.54 151.99 0.0
area 5 Auction 75 387.4 410.97 12.15 26.37 109.71 89.24 173.50 0.0
area 5 Auction 90 487.1 551.52 33.67 33.86 133.77 139.41 210.81 0.0
area 5 Auction 50 163.2 190.48 7.11 41.28 50.15 46.89 45.05 0.0
area 5 Auction 75 176.2 220.88 7.11 47.02 62.01 50.04 54.70 0.0
area 5 Auction 90 400.5 543.83 7.11 68.33 136.74 176.21 155.45 0.0
area 5 Auction 95 436.8 583.88 7.11 82.29 136.74 200.20 157.54 0.0
area 5 Auction 50 212.1 214.25 36.87 37.58 25.95 54.00 59.85 0.0
area 5 Auction 75 222.3 229.30 36.87 45.35 28.67 57.12 61.29 0.0
area 5 Auction 90 387.5 495.95 46.84 116.78 65.71 128.41 138.20 0.0
area 5 Auction 95 431.3 568.10 55.72 135.90 65.71 157.74 153.03 0.0
area 5 Auction 98 440.3 588.04 62.90 138.41 65.71 165.53 155.49 0.0
area 5 Auction 50 145.9 159.10 3.56 33.49 60.46 11.89 49.70 0.0
area 5 Auction 75 179.9 191.90 3.56 33.49 70.65 20.61 63.60 0.0
area 5 Auction 90 293.79999999999995 326.66 3.56 33.49 98.90 80.13 110.59 0.0
area 5 Auction 95 306.09999999999997 349.02 3.56 33.49 103.23 89.17 119.57 0.0
area 5 Auction 98 322.0 366.07 3.56 33.49 104.94 98.08 126.01 0.0
area 5 Auction 50 151.8 150.97 5.69 16.62 32.57 20.72 75.38 0.0
area 5 Auction 75 233.9 290.73 15.87 33.31 68.49 52.92 120.14 0.0
area 5 Auction 90 358.0 529.35 81.14 56.33 122.79 70.93 198.15 0.0
area 5 Auction 95 388.8 591.62 88.33 72.19 136.64 87.25 207.21 0.0
area 5 Auction 98 394.0 599.39 88.33 74.32 139.58 89.54 207.62 0.0
area 5 Auction 50 213.6 254.60 32.63 20.95 39.02 98.57 63.44 0.0
area 5 Auction 75 230.8 283.90 32.63 20.95 46.37 106.78 77.17 0.0
area 5 Auction 90 308.8 416.66 66.70 20.95 67.17 139.71 122.13 0.0
area 5 Auction 95 368.9 460.45 66.70 20.95 70.75 140.55 161.49 0.0
area 5 Auction 98 393.9 495.76 83.61 20.95 81.53 140.55 169.12 0.0
area 5 Auction 50 317.9 364.70 35.10 60.58 146.71 9.92 112.39 0.0
area 5 Auction 75 388.0 463.75 35.10 96.27 183.73 9.92 138.72 0.0
area 5 Auction 90 391.0 470.77 35.10 98.74 186.63 9.92 140.38 0.0
area 5 Auction 95 398.0 488.25 35.10 106.26 190.04 9.92 146.93 0.0
area 5 Auction 98 402.0 492.76 35.10 110.27 190.54 9.92 146.93 0.0
area 5 Auction 50 188.2 238.61 13.19 30.25 72.30 63.86 59.01 0.0
area 5 Auction 75 196.1 253.27 14.41 37.87 76.22 65.60 59.18 0.0
area 5 Auction 90 307.4 463.87 30.53 86.70 124.77 137.45 84.41 0.0
area 5 Auction 95 321.2 474.80 30.53 86.70 128.95 144.20 84.41 0.0
area 5 Auction 98 328.2 484.23 30.53 86.70 130.92 151.66 84.41 0.0
area 5 Auction 50 137.0 169.26 27.12 9.67 19.84 36.07 76.56 0.0
area 5 Auction 50 218.0 251.72 37.20 63.14 63.49 24.87 63.02 0.0
area 5 Auction 75 224.0 264.18 40.10 68.13 64.83 24.87 66.25 0.0
area 5 Auction 90 268.2 393.12 71.07 95.08 100.87 37.79 88.31 0.0
area 5 Auction 95 336.2 563.00 74.52 149.59 155.13 63.14 120.62 0.0
area 5 Auction 50 218.7 272.05 19.34 52.11 87.75 54.66 58.20 0.0
area 5 Auction 75 276.6 366.39 51.55 80.75 95.92 66.68 71.48 0.0
area 5 Auction 90 380.9 530.38 104.56 110.11 126.75 87.85 101.12 0.0
area 5 Auction 95 420.6 621.63 131.81 110.11 144.89 106.68 128.14 0.0
area 5 Auction 50 222.0 251.48 26.06 18.88 42.73 116.64 47.17 0.0
area 5 Auction 75 231.1 272.42 26.06 21.32 50.07 122.45 52.53 0.0
area 5 Auction 90 443.2 531.48 47.41 40.91 96.83 163.18 183.15 0.0
area 5 Auction 95 576.1 574.47 47.41 44.02 97.33 163.31 222.39 0.0
area 5 Auction 50 178.6 137.00 19.47 6.48 50.73 17.88 42.43 0.0
area 5 Auction 75 189.8 150.61 20.06 7.20 55.20 17.88 50.27 0.0
area 5 Auction 90 288.5 300.64 42.49 37.20 111.35 32.25 77.35 0.0
area 5 Auction 95 297.7 312.79 42.61 40.36 112.82 33.81 83.18 0.0
area 5 Auction 98 314.7 338.56 42.61 52.39 124.46 33.81 85.29 0.0
area 5 Auction 50 220.8 199.47 40.65 14.30 50.98 25.46 68.08 0.0
area 5 Auction 75 358.7 434.82 66.75 16.70 124.70 100.54 126.14 0.0
area 5 Auction 90 419.1 513.24 88.05 16.70 124.72 125.40 158.38 0.0
area 5 Auction 95 450.0 560.18 106.62 16.70 124.72 142.92 169.23 0.0
area 4 Hungarian 50 246.4 258.31 14.71 101.06 108.22 34.32 0.0 0.0
area 4 Hungarian 75 369.4 464.30 34.83 141.20 187.50 100.76 0.0 0.0
area 4 Hungarian 90 382.5 469.39 34.83 141.20 190.59 102.77 0.0 0.0
area 4 Hungarian 95 385.5 471.57 34.83 141.20 190.61 104.93 0.0 0.0
area 4 Hungarian 98 392.6 476.76 34.83 141.20 190.61 110.12 0.0 0.0
area 4 Hungarian 50 240.4 236.96 39.78 42.40 102.92 51.86 0.0 0.0
area 4 Hungarian 75 369.5 485.65 126.89 42.40 190.24 126.11 0.0 0.0
area 4 Hungarian 90 371.5 493.82 129.15 44.44 192.49 127.74 0.0 0.0
area 4 Hungarian 95 378.4 514.11 135.94 51.79 195.04 131.35 0.0 0.0
area 4 Hungarian 98 380.4 521.14 137.01 54.04 197.05 133.04 0.0 0.0
area 4 Hungarian 50 213.3 236.33 44.83 78.56 54.84 58.10 0.0 0.0
area 4 Hungarian 75 237.4 270.78 48.66 95.08 62.87 64.17 0.0 0.0
area 4 Hungarian 90 262.4 332.70 64.36 115.05 70.20 83.10 0.0 0.0
area 4 Hungarian 95 266.4 347.21 67.56 119.35 73.03 87.28 0.0 0.0
area 4 Hungarian 98 282.5 387.62 72.71 132.81 83.07 99.04 0.0 0.0
area 2 Hungarian 50 202.9 155.18 66.37 88.81 0.0 0.0 0.0 0.0
area 2 Hungarian 75 289.9 216.40 69.91 146.49 0.0 0.0 0.0 0.0
area 2 Hungarian 90 294.0 221.21 70.49 150.72 0.0 0.0 0.0 0.0
area 2 Hungarian 95 312.0 240.19 79.53 160.66 0.0 0.0 0.0 0.0
area 2 Hungarian 50 300.0 191.43 53.67 137.75 0.0 0.0 0.0 0.0
area 2 Hungarian 75 433.1 256.86 53.67 203.18 0.0 0.0 0.0 0.0
area 2 Hungarian 90 439.1 259.16 53.67 205.48 0.0 0.0 0.0 0.0
area 2 Hungarian 50 237.39999999999998 173.30 79.70 93.60 0.0 0.0 0.0 0.0
area 2 Hungarian 75 247.39999999999998 182.00 86.15 95.85 0.0 0.0 0.0 0.0
area 2 Hungarian 90 283.4 234.59 115.99 118.60 0.0 0.0 0.0 0.0
area 2 Hungarian 95 290.4 238.70 118.23 120.47 0.0 0.0 0.0 0.0
area 2 Hungarian 98 312.4 264.23 134.75 129.49 0.0 0.0 0.0 0.0
area 2 Hungarian 50 262.6 166.58 41.83 124.75 0.0 0.0 0.0 0.0
area 2 Hungarian 75 390.6 255.20 41.83 213.37 0.0 0.0 0.0 0.0
area 2 Hungarian 90 408.6 258.78 41.83 216.94 0.0 0.0 0.0 0.0
area 2 Hungarian 95 421.6 269.72 41.83 227.88 0.0 0.0 0.0 0.0
area 2 Hungarian 98 447.6 283.56 41.83 241.73 0.0 0.0 0.0 0.0
area 2 Hungarian 50 382.9 198.21 12.01 186.20 0.0 0.0 0.0 0.0
area 2 Hungarian 75 394.9 205.04 12.01 193.03 0.0 0.0 0.0 0.0
area 2 Hungarian 90 470.9 254.20 12.01 242.19 0.0 0.0 0.0 0.0
area 2 Hungarian 95 482.9 267.17 12.01 255.16 0.0 0.0 0.0 0.0
area 2 Hungarian 98 491.9 274.03 12.01 262.03 0.0 0.0 0.0 0.0
area 2 Hungarian 50 279.8 251.82 114.80 137.02 0.0 0.0 0.0 0.0
area 2 Hungarian 75 518.9 504.31 186.05 318.26 0.0 0.0 0.0 0.0
area 2 Hungarian 90 523.9 507.74 186.05 321.69 0.0 0.0 0.0 0.0
area 2 Hungarian 50 233.9 138.53 27.80 110.73 0.0 0.0 0.0 0.0
area 2 Hungarian 75 261.0 172.63 46.38 126.25 0.0 0.0 0.0 0.0
area 2 Hungarian 90 377.0 296.15 98.44 197.71 0.0 0.0 0.0 0.0
area 2 Hungarian 95 466.0 433.29 162.30 271.00 0.0 0.0 0.0 0.0
area 2 Hungarian 50 309.8 154.39 130.31 24.08 0.0 0.0 0.0 0.0
area 2 Hungarian 75 316.8 157.30 133.22 24.08 0.0 0.0 0.0 0.0
area 2 Hungarian 90 509.79999999999995 275.10 251.02 24.08 0.0 0.0 0.0 0.0
area 3 Hungarian 50 238.4 186.06 7.10 86.43 92.54 0.0 0.0 0.0
area 3 Hungarian 75 412.5 371.06 7.10 199.26 164.71 0.0 0.0 0.0
area 3 Hungarian 90 415.5 373.70 7.10 201.90 164.71 0.0 0.0 0.0
area 3 Hungarian 95 422.5 375.59 7.10 203.78 164.71 0.0 0.0 0.0
area 3 Hungarian 98 425.5 377.18 7.10 205.38 164.71 0.0 0.0 0.0
area 3 Hungarian 50 259.6 245.73 54.40 101.58 89.75 0.0 0.0 0.0
area 3 Hungarian 75 293.6 265.16 54.40 121.01 89.75 0.0 0.0 0.0
area 3 Hungarian 90 298.5 269.04 54.40 124.90 89.75 0.0 0.0 0.0
area 3 Hungarian 95 343.6 302.89 54.57 144.92 103.41 0.0 0.0 0.0
area 3 Hungarian 50 297.59999999999997 230.62 40.03 68.78 121.82 0.0 0.0 0.0
area 3 Hungarian 75 312.59999999999997 249.95 45.68 77.25 127.02 0.0 0.0 0.0
area 3 Hungarian 90 329.59999999999997 296.60 62.45 93.84 140.30 0.0 0.0 0.0
area 3 Hungarian 95 335.59999999999997 309.77 67.85 100.46 141.46 0.0 0.0 0.0
area 3 Hungarian 98 375.59999999999997 370.56 96.60 111.00 162.96 0.0 0.0 0.0
area 5 Hungarian 50 183.6 198.11 7.13 51.74 32.62 50.31 56.31 0.0
area 5 Hungarian 75 189.8 209.58 7.13 52.33 35.93 51.36 62.83 0.0
area 5 Hungarian 90 225.6 317.93 7.13 83.41 71.11 70.78 85.51 0.0
area 5 Hungarian 95 229.7 326.57 7.13 87.42 74.26 70.78 86.98 0.0
area 5 Hungarian 98 283.9 419.87 7.13 97.50 87.45 99.65 128.13 0.0
area 5 Hungarian 50 210.7 225.73 63.76 47.17 45.33 27.54 41.93 0.0
area 5 Hungarian 75 218.8 252.98 71.60 49.82 48.03 33.04 50.48 0.0
area 5 Hungarian 90 289.8 406.35 94.26 62.36 93.93 66.22 89.58 0.0
area 5 Hungarian 95 325.9 459.09 97.38 67.00 122.37 67.43 104.90 0.0
area 5 Hungarian 98 371.9 593.63 117.88 108.35 152.99 75.56 138.84 0.0
area 5 Hungarian 50 171.0 206.00 45.58 29.67 17.21 68.96 44.58 0.0
area 5 Hungarian 75 185.0 252.63 50.84 40.81 27.18 77.60 56.20 0.0
area 5 Hungarian 90 298.3 578.87 119.31 106.53 84.65 144.04 124.34 0.0
area 5 Hungarian 95 310.8 622.82 127.80 114.20 88.11 156.35 136.37 0.0
area 5 Hungarian 50 299.1 415.63 85.00 83.15 51.14 92.10 104.24 0.0
area 5 Hungarian 75 330.1 488.72 105.07 83.15 62.66 107.40 130.44 0.0
area 5 Hungarian 90 333.1 495.98 105.07 83.15 65.92 109.84 132.01 0.0
area 5 Hungarian 95 338.0 505.67 106.35 83.15 71.37 112.79 132.01 0.0
area 5 Hungarian 98 350.4 529.13 113.73 83.15 80.05 113.05 139.16 0.0
area 2 Stupid 50 264.0 257.17 173.66 83.51 0.0 0.0 0.0 0.0
area 2 Stupid 75 269.0 261.01 177.49 83.51 0.0 0.0 0.0 0.0
area 2 Stupid 50 109.5 127.96 59.41 68.56 0.0 0.0 0.0 0.0
area 2 Stupid 75 190.5 244.65 115.33 129.31 0.0 0.0 0.0 0.0
area 2 Stupid 90 528.5 423.56 216.49 207.07 0.0 0.0 0.0 0.0
area 2 Stupid 50 236.5 312.53 159.69 152.85 0.0 0.0 0.0 0.0
area 2 Stupid 75 274.5 367.96 187.12 180.83 0.0 0.0 0.0 0.0
area 2 Stupid 50 195.6 259.53 131.34 128.19 0.0 0.0 0.0 0.0
area 2 Stupid 75 238.6 306.21 155.22 150.99 0.0 0.0 0.0 0.0
area 2 Stupid 90 471.7 668.82 334.75 334.08 0.0 0.0 0.0 0.0
area 2 Stupid 95 494.7 703.29 352.13 351.16 0.0 0.0 0.0 0.0
area 2 Stupid 98 503.7 714.51 353.43 361.07 0.0 0.0 0.0 0.0
area 2 Stupid 50 240.3 323.32 160.47 162.84 0.0 0.0 0.0 0.0
area 2 Stupid 75 250.3 329.78 162.54 167.24 0.0 0.0 0.0 0.0
area 2 Stupid 90 577.4 725.48 332.77 392.71 0.0 0.0 0.0 0.0
area 2 Stupid 50 121.69999999999999 153.95 72.44 81.51 0.0 0.0 0.0 0.0
area 2 Stupid 75 210.7 270.95 147.81 123.14 0.0 0.0 0.0 0.0
area 2 Stupid 90 334.8 452.67 242.97 209.70 0.0 0.0 0.0 0.0
area 2 Stupid 95 371.8 509.21 281.63 227.58 0.0 0.0 0.0 0.0
area 2 Stupid 98 392.8 538.43 292.34 246.09 0.0 0.0 0.0 0.0
area 2 Stupid 50 274.0 302.97 142.71 160.26 0.0 0.0 0.0 0.0
area 2 Stupid 75 305.0 341.40 164.88 176.52 0.0 0.0 0.0 0.0
area 2 Stupid 90 410.1 481.50 237.27 244.23 0.0 0.0 0.0 0.0
area 2 Stupid 95 422.1 491.59 237.27 254.32 0.0 0.0 0.0 0.0
area 2 Stupid 50 245.20000000000002 281.68 148.33 133.35 0.0 0.0 0.0 0.0
area 2 Stupid 50 122.60000000000001 140.03 55.93 84.10 0.0 0.0 0.0 0.0
area 2 Stupid 75 226.7 278.26 120.25 158.01 0.0 0.0 0.0 0.0
area 2 Stupid 90 437.8 589.35 282.47 306.88 0.0 0.0 0.0 0.0
area 2 Stupid 95 447.7 609.53 293.34 316.20 0.0 0.0 0.0 0.0
area 2 Stupid 98 454.8 624.80 300.84 323.96 0.0 0.0 0.0 0.0
area 2 Greedy 50 83.39999999999999 75.20 37.20 38.00 0.0 0.0 0.0 0.0
area 2 Greedy 75 113.39999999999999 99.94 47.26 52.67 0.0 0.0 0.0 0.0
area 2 Greedy 90 151.5 126.76 58.48 68.28 0.0 0.0 0.0 0.0
area 2 Greedy 95 209.5 175.24 98.79 76.45 0.0 0.0 0.0 0.0
area 2 Greedy 50 153.5 74.76 40.50 34.26 0.0 0.0 0.0 0.0
area 2 Greedy 75 201.60000000000002 120.40 69.11 51.29 0.0 0.0 0.0 0.0
area 2 Greedy 90 230.60000000000002 152.49 78.22 74.27 0.0 0.0 0.0 0.0
area 2 Greedy 95 282.6 188.76 80.59 108.17 0.0 0.0 0.0 0.0
area 2 Greedy 50 463.4 108.51 31.91 76.60 0.0 0.0 0.0 0.0
area 2 Greedy 50 173.20000000000002 116.89 61.00 55.90 0.0 0.0 0.0 0.0
area 2 Greedy 75 218.20000000000002 153.48 82.36 71.11 0.0 0.0 0.0 0.0
area 2 Greedy 90 240.2 179.18 96.12 83.06 0.0 0.0 0.0 0.0
area 2 Greedy 50 272.3 230.62 97.27 133.35 0.0 0.0 0.0 0.0
area 2 Greedy 75 323.3 264.29 112.65 151.64 0.0 0.0 0.0 0.0
area 2 Greedy 90 345.3 272.10 112.65 159.45 0.0 0.0 0.0 0.0
area 2 Greedy 95 419.3 294.87 112.65 182.22 0.0 0.0 0.0 0.0
area 5 Greedy 50 159.5 181.40 48.32 38.41 44.91 8.48 41.30 0.0
area 5 Greedy 75 190.3 224.74 61.69 45.73 50.29 8.48 58.56 0.0
area 5 Greedy 90 260.4 355.05 87.21 89.47 62.80 8.48 107.10 0.0
area 5 Greedy 95 276.5 389.27 100.31 101.82 63.08 8.48 115.57 0.0
area 5 Greedy 98 319.5 455.48 104.80 118.97 77.94 22.55 131.21 0.0
area 5 Greedy 50 167.0 209.85 62.11 13.12 69.83 22.06 42.73 0.0
area 5 Greedy 75 264.2 362.79 134.76 57.66 105.58 22.06 42.73 0.0
area 5 Greedy 90 265.2 362.97 134.76 57.66 105.76 22.06 42.73 0.0
area 5 Greedy 95 269.1 367.04 135.39 57.66 109.20 22.06 42.73 0.0
area 5 Greedy 98 271.1 369.45 135.65 57.66 111.35 22.06 42.73 0.0
area 5 Greedy 50 143.2 182.92 34.82 47.95 29.83 41.55 28.76 0.0
area 5 Greedy 75 159.4 224.03 45.14 53.11 36.62 48.18 40.98 0.0
area 5 Greedy 90 200.6 316.67 50.15 69.81 70.23 63.26 63.22 0.0
area 5 Greedy 95 206.9 324.23 51.05 71.18 72.48 63.26 66.27 0.0
area 5 Greedy 98 231.4 387.29 75.39 81.26 85.26 65.53 79.85 0.0
belgioioso 2 Stupid 50 30.8 38.78 15.67 23.11 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 62.8 84.76 33.29 51.47 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 71.8 100.27 39.99 60.29 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 92.8 123.21 54.36 68.85 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 98 126.8 159.83 72.68 87.15 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 50 39.0 43.04 25.40 17.65 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 93.0 119.80 57.64 62.15 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 205.0 229.97 120.72 109.25 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 215.0 237.11 121.43 115.69 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 98 216.0 238.13 121.43 116.70 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 50 38.6 46.26 26.42 19.84 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 66.6 72.32 43.49 28.82 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 82.6 91.95 55.36 36.59 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 91.6 102.26 58.12 44.14 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 98 104.7 121.74 63.06 58.67 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 50 35.7 54.38 29.52 24.86 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 101.7 117.02 50.20 66.81 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 148.7 161.96 66.89 95.07 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 170.7 178.44 76.84 101.60 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 50 47.8 49.99 28.71 21.29 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 82.8 97.89 47.64 50.24 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 90 145.8 178.42 76.32 102.10 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 95 150.8 179.65 77.44 102.21 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 98 175.8 201.42 92.15 109.26 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 50 35.7 44.40 18.23 26.18 0.0 0.0 0.0 0.0
belgioioso 2 Stupid 75 125.8 141.02 74.23 66.79 0.0 0.0 0.0 0.0
