World Number_Robots Assigner Percentage Time Total_Distance Distance_Robot_0 Distance_Robot_1 Distance_Robot_2 Distance_Robot_3 Distance_Robot_4 Distance_Robot_5
area 2 Stupid 98 454.4 606.46 298.99 307.47 0.0 0.0 0.0 0.0
area 3 Stupid 50 229.1 266.93 87.58 93.86 85.49 0.0 0.0 0.0
area 3 Stupid 75 278.1 377.82 123.89 132.57 121.36 0.0 0.0 0.0
area 3 Stupid 90 394.3 632.86 214.07 205.61 213.18 0.0 0.0 0.0
area 3 Stupid 95 477.2 768.32 251.55 248.86 267.91 0.0 0.0 0.0
area 3 Stupid 98 486.2 775.61 251.55 248.86 275.21 0.0 0.0 0.0
area 3 Stupid 50 131.6 121.59 9.21 56.02 56.36 0.0 0.0 0.0
area 3 Stupid 75 253.6 306.83 9.21 140.33 157.28 0.0 0.0 0.0
area 3 Stupid 90 589.7 621.76 60.67 222.02 339.07 0.0 0.0 0.0
area 3 Stupid 95 596.8 636.32 68.22 226.21 341.89 0.0 0.0 0.0
area 3 Stupid 50 298.6 224.09 12.13 30.11 181.86 0.0 0.0 0.0
area 3 Stupid 75 593.8 586.79 118.18 30.25 438.36 0.0 0.0 0.0
area 3 Stupid 50 141.5 214.79 82.94 57.50 74.35 0.0 0.0 0.0
area 3 Stupid 75 204.5 297.58 109.36 71.87 116.34 0.0 0.0 0.0
area 3 Stupid 90 313.59999999999997 512.95 176.24 134.68 202.03 0.0 0.0 0.0
area 3 Stupid 95 400.59999999999997 661.33 249.17 171.90 240.27 0.0 0.0 0.0
area 3 Stupid 98 418.7 686.28 255.76 172.59 257.92 0.0 0.0 0.0
area 3 Stupid 50 196.6 241.07 87.80 85.04 68.23 0.0 0.0 0.0
area 3 Stupid 75 263.7 363.94 131.21 129.19 103.54 0.0 0.0 0.0
area 3 Stupid 90 516.8 622.12 169.43 314.94 137.75 0.0 0.0 0.0
area 3 Stupid 95 559.8 727.39 212.85 343.07 171.47 0.0 0.0 0.0
area 3 Stupid 98 582.8 789.20 229.26 365.85 194.10 0.0 0.0 0.0
area 3 Stupid 50 129.0 177.77 59.41 54.93 63.43 0.0 0.0 0.0
area 3 Stupid 75 139.0 194.15 64.35 60.33 69.47 0.0 0.0 0.0
area 3 Stupid 90 468.2 767.71 113.17 301.17 353.37 0.0 0.0 0.0
area 3 Stupid 95 483.2 784.92 122.73 303.47 358.71 0.0 0.0 0.0
area 3 Stupid 98 515.1 847.38 149.65 329.60 368.13 0.0 0.0 0.0
area 3 Stupid 50 139.70000000000002 173.23 52.54 48.33 72.36 0.0 0.0 0.0
area 3 Stupid 75 166.70000000000002 234.36 76.27 68.05 90.04 0.0 0.0 0.0
area 3 Stupid 90 211.8 330.72 109.46 94.85 126.42 0.0 0.0 0.0
area 3 Stupid 95 234.8 367.18 129.65 97.79 139.74 0.0 0.0 0.0
area 3 Stupid 50 72.6 105.00 37.43 30.83 36.74 0.0 0.0 0.0
area 3 Stupid 75 125.7 200.69 80.71 54.02 65.97 0.0 0.0 0.0
area 3 Stupid 90 302.8 573.64 198.33 172.96 202.36 0.0 0.0 0.0
area 3 Stupid 95 328.8 632.08 223.74 181.14 227.20 0.0 0.0 0.0
area 3 Stupid 50 141.5 161.43 86.53 30.14 44.77 0.0 0.0 0.0
area 3 Stupid 75 195.6 258.35 132.07 50.86 75.42 0.0 0.0 0.0
area 3 Stupid 90 266.6 402.87 175.51 95.42 131.95 0.0 0.0 0.0
area 3 Stupid 95 275.6 419.72 184.68 101.36 133.68 0.0 0.0 0.0
area 4 Stupid 50 178.9 241.14 51.42 76.04 63.28 50.40 0.0 0.0
area 4 Stupid 75 303.0 539.61 106.78 151.04 144.04 137.75 0.0 0.0
area 4 Stupid 90 577.2 997.14 132.89 179.96 326.59 357.70 0.0 0.0
area 4 Stupid 50 216.4 387.71 20.78 91.98 154.37 120.59 0.0 0.0
area 4 Stupid 75 236.5 430.38 20.78 98.70 173.83 137.08 0.0 0.0
area 4 Stupid 90 416.5 753.32 20.78 210.88 269.55 252.11 0.0 0.0
area 4 Stupid 95 439.6 777.42 20.78 217.57 276.59 262.48 0.0 0.0
area 4 Stupid 98 461.6 815.75 20.78 228.94 296.40 269.63 0.0 0.0
area 4 Stupid 50 159.6 354.45 92.30 105.11 76.43 80.61 0.0 0.0
area 4 Stupid 75 223.7 513.24 135.56 145.17 110.86 121.66 0.0 0.0
area 4 Stupid 90 411.7 716.14 177.27 153.78 198.44 186.66 0.0 0.0
area 4 Stupid 95 422.8 726.61 177.27 154.23 198.44 196.67 0.0 0.0
area 4 Stupid 98 430.7 735.77 177.27 155.25 198.44 204.81 0.0 0.0
area 4 Stupid 50 158.1 271.46 79.53 82.50 65.39 44.04 0.0 0.0
area 4 Stupid 50 239.2 387.17 3.58 134.03 105.76 143.80 0.0 0.0
area 4 Stupid 75 246.3 406.60 3.58 138.78 113.74 150.49 0.0 0.0
area 4 Stupid 50 204.5 243.22 88.90 18.78 16.53 119.00 0.0 0.0
area 4 Stupid 75 287.6 328.99 119.96 18.78 16.53 173.71 0.0 0.0
area 4 Stupid 90 418.6 466.04 202.61 18.78 16.53 228.12 0.0 0.0
area 4 Stupid 95 482.6 536.57 227.32 18.78 16.53 273.93 0.0 0.0
area 4 Stupid 98 494.6 550.60 234.56 18.78 16.53 280.72 0.0 0.0
area 4 Stupid 50 126.7 251.49 85.68 59.53 67.25 39.03 0.0 0.0
area 4 Stupid 75 158.7 303.80 102.05 72.91 89.81 39.03 0.0 0.0
area 4 Stupid 90 194.7 382.47 123.76 104.56 115.12 39.03 0.0 0.0
area 4 Stupid 95 357.8 702.92 224.13 231.33 208.43 39.03 0.0 0.0
area 4 Stupid 50 117.2 255.15 56.61 52.58 67.11 78.84 0.0 0.0
area 4 Stupid 75 142.3 328.89 77.53 77.39 74.53 99.45 0.0 0.0
area 4 Stupid 90 272.4 675.73 186.33 116.81 179.85 192.74 0.0 0.0
area 4 Stupid 95 306.4 770.17 215.96 134.83 210.66 208.72 0.0 0.0
area 4 Stupid 50 159.3 332.92 92.24 67.92 98.69 74.07 0.0 0.0
area 4 Stupid 75 164.4 344.15 94.44 72.60 98.69 78.42 0.0 0.0
area 4 Stupid 90 444.5 638.02 98.93 159.46 288.53 91.10 0.0 0.0
area 4 Stupid 95 459.6 652.40 98.93 159.46 302.91 91.10 0.0 0.0
area 4 Stupid 98 468.5 669.99 98.93 167.92 312.03 91.10 0.0 0.0
area 4 Stupid 50 171.20000000000002 248.66 53.89 35.43 65.03 94.30 0.0 0.0
area 4 Stupid 75 201.20000000000002 280.43 53.89 35.43 84.10 107.00 0.0 0.0
area 4 Stupid 90 325.29999999999995 458.24 53.89 35.43 176.69 192.22 0.0 0.0
area 4 Stupid 95 352.2 492.49 53.89 35.43 190.63 212.54 0.0 0.0
area 4 Stupid 98 389.4 529.11 53.89 35.43 215.40 224.38 0.0 0.0
area 5 Stupid 50 113.8 152.48 21.98 14.32 17.62 41.74 56.81 0.0
area 5 Stupid 75 130.8 167.03 22.58 16.32 18.76 41.79 67.58 0.0
area 5 Stupid 90 328.9 736.61 138.60 118.67 159.11 164.12 156.11 0.0
area 5 Stupid 95 339.2 773.52 149.13 129.00 164.36 172.09 158.95 0.0
area 5 Stupid 98 342.1 786.38 151.85 132.14 167.60 174.93 159.86 0.0
area 5 Stupid 50 101.0 252.56 53.25 41.31 39.48 68.08 50.45 0.0
area 5 Stupid 75 155.1 405.76 82.38 83.76 66.04 99.97 73.62 0.0
area 5 Stupid 90 321.6 725.68 191.53 207.83 66.04 99.97 160.31 0.0
area 5 Stupid 95 347.6 779.41 211.86 213.39 71.41 102.92 179.83 0.0
area 5 Stupid 98 389.6 881.31 231.04 234.43 92.68 139.16 183.99 0.0
area 5 Stupid 50 140.0 302.90 40.93 59.34 49.99 83.84 68.81 0.0
area 5 Stupid 75 152.3 333.77 48.17 59.34 58.98 87.63 79.66 0.0
area 5 Stupid 90 273.3 574.03 122.43 112.89 105.69 132.80 100.23 0.0
area 5 Stupid 95 306.3 605.33 138.59 128.03 105.69 132.80 100.23 0.0
area 5 Stupid 98 316.2 612.53 145.78 128.03 105.69 132.80 100.23 0.0
area 5 Stupid 50 134.9 244.92 33.35 70.39 33.90 77.44 29.84 0.0
area 5 Stupid 75 161.8 299.57 40.18 97.75 33.90 90.45 37.28 0.0
area 5 Stupid 90 211.9 458.62 79.33 131.89 70.18 103.36 73.86 0.0
area 5 Stupid 95 224.3 489.54 90.31 135.66 71.98 108.81 82.79 0.0
area 5 Stupid 98 284.1 676.35 126.04 169.58 104.24 147.87 128.62 0.0
area 5 Stupid 50 197.1 456.24 82.92 95.22 83.97 83.51 110.61 0.0
area 5 Stupid 75 330.5 848.67 147.37 179.49 190.67 153.30 177.85 0.0
area 5 Stupid 90 333.59999999999997 859.53 150.53 182.28 191.54 155.94 179.24 0.0
area 5 Stupid 95 343.59999999999997 897.86 157.10 192.12 200.40 158.61 189.64 0.0
area 5 Stupid 50 294.7 551.30 116.63 125.87 67.62 106.98 134.20 0.0
area 5 Stupid 75 307.6 592.53 121.32 135.35 73.43 119.41 143.02 0.0
area 5 Stupid 90 338.0 669.58 138.49 147.42 84.14 142.18 157.34 0.0
area 5 Stupid 95 344.6 690.72 140.87 149.58 88.23 149.04 163.00 0.0
area 5 Stupid 98 347.5 700.33 143.15 151.97 88.84 152.18 164.19 0.0
area 5 Stupid 50 106.0 200.33 15.05 31.57 58.79 49.68 45.24 0.0
area 5 Stupid 75 158.8 354.57 62.95 65.91 77.67 64.25 83.79 0.0
area 5 Stupid 90 396.9 934.35 192.81 94.22 240.70 168.23 238.39 0.0
area 5 Stupid 95 415.9 968.05 201.99 95.04 252.70 168.23 250.09 0.0
area 5 Stupid 98 471.8 1117.22 240.27 127.84 291.80 168.23 289.08 0.0
area 5 Stupid 50 118.4 210.49 26.53 72.14 23.75 37.80 50.26 0.0
area 5 Stupid 75 182.4 346.47 63.02 86.04 47.51 70.54 79.37 0.0
area 5 Stupid 90 221.9 454.17 93.07 106.82 62.48 93.97 97.84 0.0
area 5 Stupid 95 307.7 722.42 145.32 150.46 122.13 153.86 150.65 0.0
area 5 Stupid 98 313.0 735.72 146.31 151.00 126.61 156.64 155.16 0.0
area 5 Stupid 50 104.7 189.71 43.07 34.57 35.09 45.22 31.77 0.0
area 5 Stupid 75 192.0 371.20 65.30 67.92 79.63 107.16 51.19 0.0
area 5 Stupid 90 320.6 627.01 119.21 128.11 119.89 150.53 109.28 0.0
area 5 Stupid 95 422.1 859.32 181.05 182.02 150.57 218.41 127.27 0.0
area 5 Stupid 98 433.3 900.15 191.60 190.48 152.70 228.42 136.96 0.0
area 5 Stupid 50 153.1 367.00 67.22 52.94 91.88 75.25 79.71 0.0
area 5 Stupid 75 165.3 396.10 76.84 57.91 95.23 80.85 85.26 0.0
area 5 Stupid 90 264.1 681.95 138.07 111.73 161.03 140.76 130.37 0.0
area 5 Stupid 95 507.7 820.13 159.01 174.89 196.35 154.91 134.96 0.0
area 5 Stupid 98 554.0 889.03 182.75 176.01 197.96 163.04 169.26 0.0
area 2 Hungarian 50 218.2 77.17 3.58 73.59 0.0 0.0 0.0 0.0
area 2 Hungarian 75 246.2 98.53 3.58 94.95 0.0 0.0 0.0 0.0
area 2 Hungarian 50 190.2 123.52 33.76 89.76 0.0 0.0 0.0 0.0
area 2 Hungarian 75 302.2 177.63 33.76 143.87 0.0 0.0 0.0 0.0
area 2 Hungarian 90 323.2 193.77 33.76 160.01 0.0 0.0 0.0 0.0
area 2 Hungarian 95 343.2 208.81 33.76 175.05 0.0 0.0 0.0 0.0
area 2 Hungarian 98 389.2 241.71 33.76 207.95 0.0 0.0 0.0 0.0
area 2 Hungarian 50 452.4 388.86 143.73 245.13 0.0 0.0 0.0 0.0
area 2 Hungarian 75 519.5 491.64 204.43 287.21 0.0 0.0 0.0 0.0
area 2 Hungarian 90 523.4000000000001 497.25 206.80 290.44 0.0 0.0 0.0 0.0
area 2 Hungarian 50 242.7 181.19 54.75 126.44 0.0 0.0 0.0 0.0
area 2 Hungarian 75 250.7 184.70 54.75 129.95 0.0 0.0 0.0 0.0
area 2 Hungarian 90 560.8 339.24 54.75 284.50 0.0 0.0 0.0 0.0
area 2 Hungarian 50 206.8 170.72 68.13 102.59 0.0 0.0 0.0 0.0
area 2 Hungarian 75 222.8 178.77 76.18 102.59 0.0 0.0 0.0 0.0
area 2 Hungarian 90 240.8 195.16 92.19 102.98 0.0 0.0 0.0 0.0
area 2 Hungarian 95 303.9 258.20 127.89 130.32 0.0 0.0 0.0 0.0
area 2 Hungarian 50 324.7 204.06 84.09 119.96 0.0 0.0 0.0 0.0
area 2 Hungarian 75 426.7 344.67 161.09 183.58 0.0 0.0 0.0 0.0
area 2 Hungarian 90 430.7 349.85 164.31 185.53 0.0 0.0 0.0 0.0
area 2 Hungarian 95 432.7 351.70 166.08 185.61 0.0 0.0 0.0 0.0
area 2 Hungarian 98 434.7 353.35 167.74 185.61 0.0 0.0 0.0 0.0
area 2 Hungarian 50 367.4 169.12 32.58 136.54 0.0 0.0 0.0 0.0
area 2 Hungarian 75 538.4000000000001 257.86 32.58 225.28 0.0 0.0 0.0 0.0
area 2 Hungarian 50 288.3 213.72 72.47 141.25 0.0 0.0 0.0 0.0
area 2 Hungarian 75 319.3 263.11 100.60 162.52 0.0 0.0 0.0 0.0
area 2 Hungarian 90 339.3 299.58 119.87 179.71 0.0 0.0 0.0 0.0
area 3 Hungarian 50 203.8 171.18 3.67 73.15 94.36 0.0 0.0 0.0
area 3 Hungarian 75 342.9 236.12 3.67 73.30 159.15 0.0 0.0 0.0
area 3 Hungarian 90 366.8 252.64 3.67 82.65 166.31 0.0 0.0 0.0
area 3 Hungarian 95 399.9 290.35 3.67 105.49 181.19 0.0 0.0 0.0
area 3 Hungarian 50 213.5 107.85 3.33 6.79 97.73 0.0 0.0 0.0
area 3 Hungarian 75 368.6 238.93 37.78 6.79 194.36 0.0 0.0 0.0
area 3 Hungarian 50 149.70000000000002 155.11 12.10 70.04 72.98 0.0 0.0 0.0
area 3 Hungarian 75 225.70000000000002 301.89 63.54 127.68 110.66 0.0 0.0 0.0
area 3 Hungarian 90 319.7 439.42 118.15 179.26 142.02 0.0 0.0 0.0
area 3 Hungarian 95 332.79999999999995 449.44 128.16 179.26 142.02 0.0 0.0 0.0
area 3 Hungarian 50 227.4 211.23 82.04 57.77 71.42 0.0 0.0 0.0
area 3 Hungarian 75 377.5 334.73 86.52 77.26 170.94 0.0 0.0 0.0
area 3 Hungarian 50 433.6 375.06 138.92 7.26 228.87 0.0 0.0 0.0
area 3 Hungarian 50 337.6 297.31 14.43 158.70 124.17 0.0 0.0 0.0
area 3 Hungarian 75 354.6 315.65 14.43 163.45 137.77 0.0 0.0 0.0
area 3 Hungarian 90 466.6 445.60 14.43 212.68 218.50 0.0 0.0 0.0
area 3 Hungarian 95 507.6 503.40 14.43 244.60 244.37 0.0 0.0 0.0
area 3 Hungarian 98 510.5 506.20 14.43 247.40 244.37 0.0 0.0 0.0
area 3 Hungarian 50 276.6 257.18 54.38 85.51 117.28 0.0 0.0 0.0
area 3 Hungarian 75 353.7 368.77 72.10 136.06 160.61 0.0 0.0 0.0
area 3 Hungarian 50 191.1 211.97 60.38 76.68 74.91 0.0 0.0 0.0
area 3 Hungarian 75 199.1 223.36 60.38 79.72 83.27 0.0 0.0 0.0
area 3 Hungarian 90 278.2 375.20 106.65 130.90 137.65 0.0 0.0 0.0
area 3 Hungarian 95 288.2 394.16 106.75 139.06 148.34 0.0 0.0 0.0
area 3 Hungarian 50 225.6 281.71 117.75 110.37 53.59 0.0 0.0 0.0
area 3 Hungarian 75 321.59999999999997 331.57 158.95 119.04 53.59 0.0 0.0 0.0
area 3 Hungarian 90 533.8 474.37 301.75 119.04 53.59 0.0 0.0 0.0
area 3 Hungarian 50 124.7 98.20 3.58 51.84 42.79 0.0 0.0 0.0
area 3 Hungarian 75 191.8 160.90 3.58 89.23 68.10 0.0 0.0 0.0
area 3 Hungarian 90 201.7 175.67 3.58 97.30 74.79 0.0 0.0 0.0
area 3 Hungarian 95 282.7 214.75 3.58 116.67 94.50 0.0 0.0 0.0
area 3 Hungarian 98 331.7 263.19 3.58 134.56 125.06 0.0 0.0 0.0
area 3 Hungarian 50 228.6 302.18 104.22 103.95 94.02 0.0 0.0 0.0
area 3 Hungarian 75 355.7 514.84 165.19 164.58 185.07 0.0 0.0 0.0
area 3 Hungarian 90 373.8 525.12 165.19 165.03 194.90 0.0 0.0 0.0
area 3 Hungarian 95 376.7 525.53 165.19 165.03 195.31 0.0 0.0 0.0
area 3 Hungarian 98 378.7 525.90 165.19 165.03 195.68 0.0 0.0 0.0
area 3 Hungarian 50 336.5 312.25 150.09 16.79 145.37 0.0 0.0 0.0
area 3 Hungarian 75 355.6 348.89 157.13 31.82 159.94 0.0 0.0 0.0
area 3 Hungarian 90 372.5 382.94 163.12 45.99 173.83 0.0 0.0 0.0
area 3 Hungarian 95 381.5 404.87 172.44 53.90 178.54 0.0 0.0 0.0
area 3 Hungarian 98 419.6 452.53 179.84 72.93 199.76 0.0 0.0 0.0
area 4 Hungarian 50 189.3 232.63 76.73 32.51 62.25 61.14 0.0 0.0
area 4 Hungarian 75 258.4 370.91 90.32 78.40 89.81 112.38 0.0 0.0
area 4 Hungarian 90 435.5 536.31 119.77 162.41 105.73 148.41 0.0 0.0
area 4 Hungarian 95 497.5 558.52 119.77 184.62 105.73 148.41 0.0 0.0
area 4 Hungarian 50 180.5 256.05 47.21 78.03 68.97 61.84 0.0 0.0
area 4 Hungarian 75 238.4 351.15 47.35 111.88 99.04 92.88 0.0 0.0
area 4 Hungarian 50 116.3 172.29 39.80 51.31 42.11 39.08 0.0 0.0
area 4 Hungarian 75 264.4 439.44 109.10 97.12 124.69 108.53 0.0 0.0
area 4 Hungarian 50 215.2 248.67 38.35 51.37 87.67 71.28 0.0 0.0
area 4 Hungarian 75 246.3 311.60 52.46 65.85 107.51 85.78 0.0 0.0
area 4 Hungarian 90 250.3 321.30 53.79 68.52 108.87 90.13 0.0 0.0
area 4 Hungarian 95 252.3 326.72 56.04 69.91 109.60 91.17 0.0 0.0
area 4 Hungarian 98 255.4 337.27 59.55 71.73 112.83 93.17 0.0 0.0
area 4 Hungarian 50 355.5 260.20 3.79 98.50 18.56 139.35 0.0 0.0
area 4 Hungarian 75 369.5 276.79 3.79 107.64 18.56 146.80 0.0 0.0
area 4 Hungarian 90 444.6 342.58 3.79 143.40 18.56 176.83 0.0 0.0
area 4 Hungarian 95 461.7 367.54 3.79 154.25 18.56 190.93 0.0 0.0
area 4 Hungarian 98 491.6 387.14 3.79 161.15 18.56 203.64 0.0 0.0
area 4 Hungarian 50 360.4 309.78 55.16 112.91 84.63 57.08 0.0 0.0
area 4 Hungarian 75 382.5 374.36 75.05 129.42 95.73 74.16 0.0 0.0
area 4 Hungarian 90 416.5 449.88 92.20 147.10 119.80 90.77 0.0 0.0
area 4 Hungarian 95 456.7 544.06 102.59 187.87 147.55 106.05 0.0 0.0
area 4 Hungarian 98 468.7 561.69 102.59 189.75 158.49 110.86 0.0 0.0
area 4 Hungarian 50 141.8 224.10 57.20 50.88 44.32 71.70 0.0 0.0
area 4 Hungarian 75 152.5 245.12 68.31 50.96 44.71 81.15 0.0 0.0
area 4 Hungarian 90 284.6 457.92 121.49 93.69 88.62 154.12 0.0 0.0
area 4 Hungarian 95 414.5 571.87 121.49 94.68 144.86 210.84 0.0 0.0
area 4 Hungarian 98 453.6 611.68 121.49 94.74 157.60 237.85 0.0 0.0
area 4 Hungarian 50 162.4 136.39 23.17 8.45 8.41 96.35 0.0 0.0
area 5 Hungarian 50 269.1 377.76 74.19 29.15 31.72 110.63 132.07 0.0
area 5 Hungarian 75 367.0 504.10 122.83 29.15 31.72 147.61 172.79 0.0
area 5 Hungarian 90 373.1 508.66 126.22 29.15 31.72 147.62 173.94 0.0
area 5 Hungarian 95 397.1 547.12 139.05 29.15 31.72 162.67 184.54 0.0
area 5 Hungarian 98 401.0 559.43 143.34 29.15 31.72 166.85 188.37 0.0
area 5 Hungarian 50 173.2 230.80 35.94 38.61 41.94 69.26 45.05 0.0
area 5 Hungarian 75 201.4 273.71 49.78 41.17 42.07 73.78 66.92 0.0
area 5 Hungarian 90 227.3 334.86 60.13 60.18 42.07 82.84 89.64 0.0
area 5 Hungarian 95 240.5 371.15 72.12 70.08 42.07 83.57 103.32 0.0
area 5 Hungarian 98 250.4 390.18 80.26 74.72 42.07 83.90 109.24 0.0
area 5 Hungarian 50 238.0 395.12 27.92 84.63 82.94 89.70 109.92 0.0
area 5 Hungarian 75 309.5 529.66 33.79 114.28 136.69 104.07 140.82 0.0
area 5 Hungarian 90 332.6 560.31 33.79 122.74 143.17 110.98 149.63 0.0
area 5 Hungarian 95 369.4 641.50 52.00 134.04 161.04 125.47 168.95 0.0
area 5 Hungarian 50 247.9 319.05 39.57 61.42 61.62 68.00 88.44 0.0
area 5 Hungarian 75 294.0 361.03 45.21 61.42 78.16 81.17 95.06 0.0
area 5 Hungarian 90 387.3 422.54 45.21 61.42 110.79 100.72 104.40 0.0
area 5 Hungarian 95 409.0 459.90 45.21 61.42 122.52 119.53 111.22 0.0
area 5 Hungarian 50 146.0 175.67 33.07 0.97 51.03 38.65 51.95 0.0
area 5 Hungarian 75 226.1 310.08 94.15 9.62 51.84 82.16 72.31 0.0
area 5 Hungarian 90 433.1 540.44 109.70 9.62 51.84 169.45 199.84 0.0
area 2 Auction 50 149.39999999999998 98.70 39.90 58.80 0.0 0.0 0.0 0.0
area 2 Auction 75 265.40000000000003 231.72 107.12 124.60 0.0 0.0 0.0 0.0
area 2 Auction 90 328.40000000000003 262.78 123.64 139.14 0.0 0.0 0.0 0.0
area 2 Auction 50 140.0 126.59 56.97 69.62 0.0 0.0 0.0 0.0
area 2 Auction 75 157.0 144.65 69.77 74.88 0.0 0.0 0.0 0.0
area 2 Auction 90 303.1 268.97 108.62 160.35 0.0 0.0 0.0 0.0
area 2 Auction 95 405.1 408.32 169.06 239.26 0.0 0.0 0.0 0.0
area 2 Auction 98 412.1 419.83 173.09 246.74 0.0 0.0 0.0 0.0
area 2 Auction 50 267.9 151.46 67.60 83.86 0.0 0.0 0.0 0.0
area 2 Auction 75 282.0 174.42 83.54 90.88 0.0 0.0 0.0 0.0
area 2 Auction 90 491.0 383.97 197.70 186.26 0.0 0.0 0.0 0.0
area 2 Auction 95 502.0 395.99 199.65 196.34 0.0 0.0 0.0 0.0
area 2 Auction 98 520.0 422.86 218.05 204.81 0.0 0.0 0.0 0.0
area 2 Auction 50 192.60000000000002 124.00 66.43 57.57 0.0 0.0 0.0 0.0
area 2 Auction 75 239.59999999999997 171.71 81.23 90.48 0.0 0.0 0.0 0.0
area 2 Auction 90 272.59999999999997 212.50 100.10 112.40 0.0 0.0 0.0 0.0
area 2 Auction 95 293.59999999999997 226.18 108.65 117.53 0.0 0.0 0.0 0.0
area 2 Auction 98 320.59999999999997 264.65 124.30 140.35 0.0 0.0 0.0 0.0
area 2 Auction 50 216.39999999999998 147.70 84.31 63.39 0.0 0.0 0.0 0.0
area 2 Auction 75 285.5 226.23 103.77 122.47 0.0 0.0 0.0 0.0
area 2 Auction 90 318.5 258.38 111.55 146.83 0.0 0.0 0.0 0.0
area 2 Auction 95 336.5 274.18 123.75 150.43 0.0 0.0 0.0 0.0
area 2 Auction 98 346.5 285.15 134.17 150.98 0.0 0.0 0.0 0.0
area 2 Auction 50 162.7 88.73 23.62 65.11 0.0 0.0 0.0 0.0
area 2 Auction 75 259.8 157.63 38.97 118.67 0.0 0.0 0.0 0.0
area 2 Auction 50 193.20000000000002 116.71 47.54 69.16 0.0 0.0 0.0 0.0
area 2 Auction 75 312.2 177.04 73.28 103.76 0.0 0.0 0.0 0.0
area 2 Auction 90 361.2 221.49 89.22 132.27 0.0 0.0 0.0 0.0
area 2 Auction 95 377.2 244.05 95.60 148.46 0.0 0.0 0.0 0.0
area 2 Auction 50 324.2 187.41 118.07 69.34 0.0 0.0 0.0 0.0
area 2 Auction 75 352.2 212.75 130.27 82.48 0.0 0.0 0.0 0.0
area 2 Auction 90 368.2 239.00 147.11 91.89 0.0 0.0 0.0 0.0
area 2 Auction 95 463.2 342.48 179.04 163.44 0.0 0.0 0.0 0.0
area 2 Auction 98 496.19999999999993 383.77 205.49 178.28 0.0 0.0 0.0 0.0
area 2 Auction 50 187.2 102.05 42.22 59.84 0.0 0.0 0.0 0.0
area 2 Auction 75 209.2 125.01 49.80 75.21 0.0 0.0 0.0 0.0
area 2 Auction 90 237.2 144.03 58.43 85.59 0.0 0.0 0.0 0.0
area 2 Auction 95 260.2 164.07 62.86 101.21 0.0 0.0 0.0 0.0
area 2 Auction 50 232.0 152.59 18.16 134.43 0.0 0.0 0.0 0.0
area 2 Auction 75 467.09999999999997 288.64 18.16 270.48 0.0 0.0 0.0 0.0
area 3 Auction 50 121.9 112.09 16.97 25.81 69.30 0.0 0.0 0.0
area 3 Auction 75 216.8 204.85 16.97 80.57 107.31 0.0 0.0 0.0
